,Location,Subcategory,Hierarchy_Level,Year,RSP_USD_Mnl,Volume
630,1,10,4,2019,35.972,6.987
631,1,10,4,2020,39.593,7.65
632,1,10,4,2021,42.913,8.223
633,1,10,4,2022,46.489,8.825
634,1,10,4,2023,49.853,9.435
635,1,10,4,2024,53.518,10.067
636,1,10,4,2025,57.11,10.698
637,1,10,4,2026,60.634,11.336
638,2,10,4,2016,6516.0,752.0
639,2,10,4,2017,7098.0,809.0
640,2,10,4,2018,7560.0,850.0
641,2,10,4,2019,7915.0,886.0
642,2,10,4,2020,8316.0,933.0
643,2,10,4,2021,8701.0,973.0
644,2,10,4,2022,9223.0,1009.0
645,2,10,4,2023,9765.0,1042.0
646,2,10,4,2024,10303.0,1073.0
647,2,10,4,2025,10845.0,1104.0
648,2,10,4,2026,11393.0,1134.0
649,3,10,4,2016,16.42,5.776
650,3,10,4,2017,16.532,5.609
651,3,10,4,2018,16.089,5.32
652,3,10,4,2019,14.496,4.933
653,3,10,4,2020,14.481,4.871
654,3,10,4,2021,14.657,4.854
655,3,10,4,2022,14.648,4.879
656,3,10,4,2023,14.727,4.911
657,3,10,4,2024,14.847,4.956
658,3,10,4,2025,14.996,5.014
659,3,10,4,2026,15.165,5.079
660,4,10,4,2016,13.403,2.435
661,4,10,4,2017,14.943,2.591
662,4,10,4,2018,16.894,2.772
663,4,10,4,2019,18.463,2.901
664,4,10,4,2020,18.715,3.016
665,4,10,4,2021,20.044,3.27
666,4,10,4,2022,21.428,3.486
667,4,10,4,2023,22.974,3.714
668,4,10,4,2024,24.646,3.952
669,4,10,4,2025,26.399,4.193
670,4,10,4,2026,28.239,4.439
671,5,10,4,2016,7.968,1.695
672,5,10,4,2017,8.444,1.801
673,5,10,4,2018,8.935,1.908
674,5,10,4,2019,9.247,2.007
675,5,10,4,2020,9.821,2.097
676,5,10,4,2021,10.358,2.186
677,5,10,4,2022,11.168,2.284
678,5,10,4,2023,11.973,2.388
679,5,10,4,2024,12.826,2.488
680,5,10,4,2025,13.597,2.583
681,5,10,4,2026,14.24,2.674
682,6,10,4,2016,30.879,5.215
683,6,10,4,2017,30.934,5.318
684,6,10,4,2018,32.326,5.632
685,6,10,4,2019,34.923,6.094
686,6,10,4,2020,36.492,6.408
687,6,10,4,2021,38.08,6.785
688,6,10,4,2022,39.891,7.144
689,6,10,4,2023,41.686,7.481
690,6,10,4,2024,43.42,7.798
691,6,10,4,2025,45.057,8.086
692,6,10,4,2026,46.536,8.343
693,7,10,4,2016,53.305,9.316
694,7,10,4,2017,52.62,9.214
695,7,10,4,2018,52.794,9.208
696,7,10,4,2019,53.173,9.259
697,7,10,4,2020,53.787,9.356
698,7,10,4,2021,54.211,9.413
699,7,10,4,2022,54.964,9.482
700,7,10,4,2023,55.757,9.549
701,7,10,4,2024,56.574,9.619
702,7,10,4,2025,57.382,9.686
703,7,10,4,2026,58.232,9.76
704,1,11,4,2016,66.56,16.261
705,1,11,4,2017,68.396,17.119
706,1,11,4,2018,69.365,17.629
707,1,11,4,2019,71.568,18.311
708,1,11,4,2020,75.099,19.715
709,1,11,4,2021,77.936,20.984
710,1,11,4,2022,81.075,22.204
711,1,11,4,2023,83.985,23.346
712,1,11,4,2024,87.051,24.546
713,1,11,4,2025,90.162,25.797
714,1,11,4,2026,93.301,27.095
715,2,11,4,2016,6.447,1.041
716,2,11,4,2017,6079.0,998.0
717,2,11,4,2018,5596.0,934.0
718,2,11,4,2019,5217.0,888.0
719,2,11,4,2020,4973.0,857.0
720,2,11,4,2021,4793.0,830.0
721,2,11,4,2022,4707.0,807.0
722,2,11,4,2023,4628.0,783.0
723,2,11,4,2024,4551.0,760.0
724,2,11,4,2025,4476.0,737.0
725,2,11,4,2026,4405.0,715.0
726,3,11,4,2016,21.77,11.671
727,3,11,4,2017,21.31,11.25
728,3,11,4,2018,20.128,10.534
729,3,11,4,2019,18.824,9.86
730,3,11,4,2020,18.997,9.82
731,3,11,4,2021,18.803,9.669
732,3,11,4,2022,18.652,9.604
733,3,11,4,2023,18.341,9.479
734,3,11,4,2024,18.103,9.392
735,3,11,4,2025,17.926,9.332
736,3,11,4,2026,17.802,9.282
737,4,11,4,2016,89.238,28.358
738,4,11,4,2017,92.235,27.79
739,4,11,4,2018,100.972,28.511
740,4,11,4,2019,108.833,28.362
741,4,11,4,2020,93.413,27.244
742,4,11,4,2021,90.333,27.54
743,4,11,4,2022,91.158,27.939
744,4,11,4,2023,92.859,28.373
745,4,11,4,2024,94.849,28.85
746,4,11,4,2025,97.065,29.368
747,4,11,4,2026,99.304,29.881
748,5,11,4,2016,24.991,9.323
749,5,11,4,2017,25.807,9.541
750,5,11,4,2018,26.21,9.689
751,5,11,4,2019,26.337,9.843
752,5,11,4,2020,26.951,10.049
753,5,11,4,2021,27.343,10.288
754,5,11,4,2022,28.379,10.62
755,5,11,4,2023,29.499,10.966
756,5,11,4,2024,30.647,11.308
757,5,11,4,2025,31.74,11.615
758,5,11,4,2026,32.695,11.894
759,6,11,4,2016,45.459,12.374
760,6,11,4,2017,43.838,12.002
761,6,11,4,2018,42.163,11.75
762,6,11,4,2019,40.437,11.461
763,6,11,4,2020,39.174,11.198
764,6,11,4,2021,37.304,10.71
765,6,11,4,2022,35.997,10.308
766,6,11,4,2023,34.841,9.964
767,6,11,4,2024,33.806,9.673
768,6,11,4,2025,32.861,9.429
769,6,11,4,2026,31.952,9.213
770,7,11,4,2016,48.086,10.635
771,7,11,4,2017,47.379,10.361
772,7,11,4,2018,47.465,10.296
773,7,11,4,2019,47.041,10.195
774,7,11,4,2020,47.277,10.123
775,7,11,4,2021,47.129,10.023
776,7,11,4,2022,47.184,9.963
777,7,11,4,2023,47.219,9.92
778,7,11,4,2024,47.268,9.894
779,7,11,4,2025,47.366,9.881
780,7,11,4,2026,47.515,9.874
781,1,12,4,2016,56.261,46.891
782,1,12,4,2017,56.954,47.459
783,1,12,4,2018,55.992,46.186
784,1,12,4,2019,53.267,42.824
785,1,12,4,2020,50.528,39.458
786,1,12,4,2021,49.958,38.375
787,1,12,4,2022,49.355,37.417
788,1,12,4,2023,48.505,36.264
789,1,12,4,2024,47.54,34.992
790,1,12,4,2025,46.425,33.611
791,1,12,4,2026,45.215,32.159
792,2,12,4,2016,160.0,35.0
793,2,12,4,2017,150.0,33.0
794,2,12,4,2018,143.0,31.0
795,2,12,4,2019,136.0,30.0
796,2,12,4,2020,131.0,29.0
797,2,12,4,2021,116.0,24.0
798,2,12,4,2022,115.0,24.0
799,2,12,4,2023,114.0,23.0
800,2,12,4,2024,114.0,23.0
801,2,12,4,2025,113.0,23.0
802,2,12,4,2026,113.0,22.0
803,3,12,4,2016,6.557,5.784
804,3,12,4,2017,6.495,5.351
805,3,12,4,2018,6.187,4.952
806,3,12,4,2019,5.557,4.57
807,3,12,4,2020,5.505,4.464
808,3,12,4,2021,5.418,4.315
809,3,12,4,2022,5.332,4.257
810,3,12,4,2023,5.26,4.207
811,3,12,4,2024,5.196,4.163
812,3,12,4,2025,5.121,4.122
813,3,12,4,2026,5.096,4.092
814,4,12,4,2016,1204.0,639.0
815,4,12,4,2017,1306.0,689.0
816,4,12,4,2018,1402.0,733.0
817,4,12,4,2019,1489.0,760.0
818,4,12,4,2020,1494.0,755.0
819,4,12,4,2021,1567.0,794.0
820,4,12,4,2022,1648.0,824.0
821,4,12,4,2023,1732.0,855.0
822,4,12,4,2024,1816.0,886.0
823,4,12,4,2025,1901.0,917.0
824,4,12,4,2026,1989.0,951.0
825,5,12,4,2016,1327.0,660.0
826,5,12,4,2017,1386.0,738.0
827,5,12,4,2018,1409.0,846.0
828,5,12,4,2019,1524.0,950.0
829,5,12,4,2020,1.841,1.056
830,5,12,4,2021,1.852,1.169
831,5,12,4,2022,1.867,1.227
832,5,12,4,2023,1.919,1.299
833,5,12,4,2024,1.987,1.382
834,5,12,4,2025,2.062,1.473
835,5,12,4,2026,2.144,1.573
836,6,12,4,2016,19.521,6.2
837,6,12,4,2017,18.741,5.942
838,6,12,4,2018,18.153,5.772
839,6,12,4,2019,17.726,5.612
840,6,12,4,2020,17.107,5.496
841,6,12,4,2021,16.389,5.418
842,6,12,4,2022,15.982,5.347
843,6,12,4,2023,15.634,5.277
844,6,12,4,2024,15.297,5.201
845,6,12,4,2025,14.98,5.124
846,6,12,4,2026,14.688,5.046
847,7,12,4,2016,2.455,2.142
848,7,12,4,2017,2.371,2.089
849,7,12,4,2018,2.351,2.053
850,7,12,4,2019,2.335,2.008
851,7,12,4,2020,2.32,1.98
852,7,12,4,2021,2.282,1.942
853,7,12,4,2022,2.277,1.913
854,7,12,4,2023,2.266,1.881
855,7,12,4,2024,2.256,1.849
856,7,12,4,2025,2.236,1.817
857,7,12,4,2026,2.212,1.784
858,1,13,1,2016,149.912,68.437
859,1,13,1,2017,156.954,70.7
860,1,13,1,2018,161.843,70.691
861,1,13,1,2019,168.026,69.074
862,1,13,1,2020,173.751,67.887
863,1,13,1,2021,180.999,68.804
864,1,13,1,2022,188.706,69.816
865,1,13,1,2023,195.98,70.587
866,1,13,1,2024,203.792,71.338
867,1,13,1,2025,211.569,72.045
868,1,13,1,2026,219.282,72.744
869,2,13,1,2016,15.653,2.101
870,2,13,1,2017,16.072,2.129
871,2,13,1,2018,16.287,2.122
872,2,13,1,2019,16.503,2.128
873,2,13,1,2020,16.943,2.164
874,2,13,1,2021,17.429,2.197
875,2,13,1,2022,18.237,2.232
876,2,13,1,2023,19.094,2.266
877,2,13,1,2024,19.974,2.299
878,2,13,1,2025,20.882,2.332
879,2,13,1,2026,21.811,2.364
880,3,13,1,2016,48.399,24.704
881,3,13,1,2017,48.041,23.662
882,3,13,1,2018,46.25,22.282
883,3,13,1,2019,42.851,20.882
884,3,13,1,2020,43.456,20.819
885,3,13,1,2021,43.665,20.593
886,3,13,1,2022,43.696,20.596
887,3,13,1,2023,43.593,20.546
888,3,13,1,2024,43.599,20.549
889,3,13,1,2025,43.674,20.59
890,3,13,1,2026,43.874,20.659
891,4,13,1,2016,105.017,31.687
892,4,13,1,2017,109.752,31.342
893,4,13,1,2018,120.731,32.34
894,4,13,1,2019,130.441,32.389
895,4,13,1,2020,115.441,31.419
896,4,13,1,2021,113.945,32.046
897,4,13,1,2022,116.414,32.727
898,4,13,1,2023,119.955,33.461
899,4,13,1,2024,123.931,34.251
900,4,13,1,2025,128.169,35.076
901,4,13,1,2026,132.546,35.904
902,5,13,1,2016,41.009,14.901
903,5,13,1,2017,42.429,15.291
904,5,13,1,2018,43.577,15.793
905,5,13,1,2019,44.359,16.328
906,5,13,1,2020,46.505,16.858
907,5,13,1,2021,47.509,17.376
908,5,13,1,2022,49.731,17.993
909,5,13,1,2023,52.112,18.674
910,5,13,1,2024,54.63,19.379
911,5,13,1,2025,57.02,20.067
912,5,13,1,2026,59.048,20.629
913,6,13,1,2016,114.779,26.382
914,6,13,1,2017,114.565,26.142
915,6,13,1,2018,115.883,26.368
916,6,13,1,2019,118.283,26.6
917,6,13,1,2020,118.469,26.588
918,6,13,1,2021,117.468,26.414
919,6,13,1,2022,117.945,26.338
920,6,13,1,2023,118.795,26.319
921,6,13,1,2024,119.811,26.338
922,6,13,1,2025,120.898,26.38
923,6,13,1,2026,121.937,26.425
924,7,13,1,2016,135.773,28.186
925,7,13,1,2017,134.492,27.78
926,7,13,1,2018,135.434,27.79
927,7,13,1,2019,136.481,27.824
928,7,13,1,2020,138.343,27.983
929,7,13,1,2021,139.561,28.049
930,7,13,1,2022,141.519,28.194
931,7,13,1,2023,143.412,28.343
932,7,13,1,2024,145.227,28.498
933,7,13,1,2025,147.034,28.657
934,7,13,1,2026,148.907,28.822
935,1,14,1,2016,90.608,5.912
936,1,14,1,2017,86.238,5.901
937,1,14,1,2018,84.42,5.792
938,1,14,1,2019,89.859,5.998
939,1,14,1,2020,94.152,6.197
940,1,14,1,2021,99.291,6.391
941,1,14,1,2022,103.813,6.598
942,1,14,1,2023,108.401,6.81
943,1,14,1,2024,113.088,7.025
944,1,14,1,2025,117.818,7.241
945,1,14,1,2026,123.204,7.456
946,2,14,1,2016,8771.0,643.0
947,2,14,1,2017,9026.0,658.0
948,2,14,1,2018,9242.0,662.0
949,2,14,1,2019,9570.0,669.0
950,2,14,1,2020,9892.0,678.0
951,2,14,1,2021,10177.0,693.0
952,2,14,1,2022,10668.0,709.0
953,2,14,1,2023,11178.0,725.0
954,2,14,1,2024,11696.0,742.0
955,2,14,1,2025,12226.0,758.0
956,2,14,1,2026,12764.0,773.0
957,3,14,1,2016,20.197,3.013
958,3,14,1,2017,19.859,2.898
959,3,14,1,2018,19.271,2.752
960,3,14,1,2019,18.573,2.674
961,3,14,1,2020,18.782,2.651
962,3,14,1,2021,19.448,2.686
963,3,14,1,2022,20.094,2.742
964,3,14,1,2023,20.79,2.811
965,3,14,1,2024,21.542,2.891
966,3,14,1,2025,22.299,2.981
967,3,14,1,2026,23.069,3.077
968,4,14,1,2016,16.011,2.046
969,4,14,1,2017,17.032,02.09
970,4,14,1,2018,18.559,2.047
971,4,14,1,2019,24.047,2.103
972,4,14,1,2020,18.599,02.03
973,4,14,1,2021,18.346,2.003
974,4,14,1,2022,19.205,2.092
975,4,14,1,2023,20.139,2.189
976,4,14,1,2024,21.169,2.291
977,4,14,1,2025,22.255,2.395
978,4,14,1,2026,23.389,2.501
979,5,14,1,2016,15.06,1.015
980,5,14,1,2017,15.504,1.052
981,5,14,1,2018,16.317,1.103
982,5,14,1,2019,17.113,1.153
983,5,14,1,2020,17.764,1.201
984,5,14,1,2021,18.669,1.255
985,5,14,1,2022,19.596,1.305
986,5,14,1,2023,20.551,1.358
987,5,14,1,2024,21.556,1.413
988,5,14,1,2025,22.589,1.472
989,5,14,1,2026,23.54,1.532
990,6,14,1,2016,49.675,3.451
991,6,14,1,2017,51.103,3.517
992,6,14,1,2018,51.677,3.578
993,6,14,1,2019,53.555,3.658
994,6,14,1,2020,55.231,3.749
995,6,14,1,2021,56.273,3.855
996,6,14,1,2022,57.556,3.893
997,6,14,1,2023,58.59,3.958
998,6,14,1,2024,59.666,4.023
999,6,14,1,2025,60.831,4.088
1000,6,14,1,2026,62.073,4.155
1001,1,15,1,2016,241.306,11.817
1002,1,15,1,2017,224.092,12.083
1003,1,15,1,2018,211.106,12.413
1004,1,15,1,2019,213.985,12.614
1005,1,15,1,2020,224.701,12.694
1006,1,15,1,2021,240.974,12.847
1007,1,15,1,2022,259.597,12.992
1008,1,15,1,2023,280.412,13.148
1009,1,15,1,2024,301.483,13.3
1010,1,15,1,2025,322.082,13.473
1011,1,15,1,2026,342.516,13.651
1012,2,15,1,2016,5237.0,74.0
1013,2,15,1,2017,5348.0,75.0
1014,2,15,1,2018,5339.0,75.0
1015,2,15,1,2019,5418.0,75.0
1016,2,15,1,2020,5506.0,75.0
1017,2,15,1,2021,5576.0,76.0
1018,2,15,1,2022,5747.0,76.0
1019,2,15,1,2023,5936.0,77.0
1020,2,15,1,2024,6155.0,79.0
1021,2,15,1,2025,6405.0,80.0
1022,2,15,1,2026,6687.0,82.0
1023,3,15,1,2016,35.494,2.994
1024,3,15,1,2017,37.612,2.774
1025,3,15,1,2018,36.893,2.521
1026,3,15,1,2019,34.138,2.288
1027,3,15,1,2020,34.438,2.258
1028,3,15,1,2021,35.23,2.25
1029,3,15,1,2022,35.884,2.256
1030,3,15,1,2023,36.596,2.272
1031,3,15,1,2024,37.351,2.293
1032,3,15,1,2025,38.127,2.321
1033,3,15,1,2026,38.915,2.351
1034,4,15,1,2016,36.331,1.69
1035,4,15,1,2017,37.449,1.67
1036,4,15,1,2018,44.756,1.683
1037,4,15,1,2019,58.124,1.65
1038,4,15,1,2020,48.882,1.646
1039,4,15,1,2021,54.828,1.745
1040,4,15,1,2022,55.813,1.767
1041,4,15,1,2023,57.068,1.794
1042,4,15,1,2024,58.4,1.82
1043,4,15,1,2025,59.812,1.841
1044,4,15,1,2026,61.253,1.862
1045,5,15,1,2016,18020.0,603.0
1046,5,15,1,2017,18753.0,626.0
1047,5,15,1,2018,19779.0,653.0
1048,5,15,1,2019,20244.0,671.0
1049,5,15,1,2020,21348.0,667.0
1050,5,15,1,2021,21959.0,688.0
1051,5,15,1,2022,23016.0,715.0
1052,5,15,1,2023,24108.0,747.0
1053,5,15,1,2024,25322.0,781.0
1054,5,15,1,2025,26492.0,816.0
1055,5,15,1,2026,27587.0,851.0
1056,6,15,1,2016,71.096,1.926
1057,6,15,1,2017,72.97,1.975
1058,6,15,1,2018,74.643,2.011
1059,6,15,1,2019,76.972,2.056
1060,6,15,1,2020,79.557,2.11
1061,6,15,1,2021,81.516,2.163
1062,6,15,1,2022,83.635,2.212
1063,6,15,1,2023,85.846,2.256
1064,6,15,1,2024,88.081,2.299
1065,6,15,1,2025,90.317,2.34
1066,6,15,1,2026,92.481,2.378
1067,1,16,1,2016,4729.0,859.0
1068,1,16,1,2017,5036.0,922.0
1069,1,16,1,2018,5.784,1.047
1070,1,16,1,2019,6.303,1.161
1071,1,16,1,2020,6.508,1.234
1072,1,16,1,2021,6.861,1.319
1073,1,16,1,2022,7.423,1.429
1074,1,16,1,2023,8.041,1.55
1075,1,16,1,2024,8.712,1.681
1076,1,16,1,2025,9.425,1.82
1077,1,16,1,2026,10.142,1.964
1078,2,16,1,2016,3788.0,350.0
1079,2,16,1,2017,3604.0,334.0
1080,2,16,1,2018,3319.0,317.0
1081,2,16,1,2019,3180.0,305.0
1082,2,16,1,2020,3083.0,297.0
1083,2,16,1,2021,2974.0,289.0
1084,2,16,1,2022,2919.0,281.0
1085,2,16,1,2023,2862.0,273.0
1086,2,16,1,2024,2804.0,267.0
1087,2,16,1,2025,2751.0,261.0
1088,2,16,1,2026,2707.0,255.0
1089,3,16,1,2016,1218.0,413.0
1090,3,16,1,2017,1160.0,384.0
1091,3,16,1,2018,1051.0,337.0
1092,3,16,1,2019,837.0,271.0
1093,3,16,1,2020,647.0,192.0
1094,3,16,1,2021,546.0,158.0
1095,3,16,1,2022,505.0,145.0
1096,3,16,1,2023,488.0,139.0
1097,3,16,1,2024,480.0,136.0
1098,3,16,1,2025,476.0,134.0
1099,3,16,1,2026,475.0,133.0
1100,4,16,1,2016,1966.0,306.0
1101,4,16,1,2017,2160.0,319.0
1102,4,16,1,2018,2646.0,336.0
1103,4,16,1,2019,4021.0,377.0
1104,4,16,1,2020,3124.0,407.0
1105,4,16,1,2021,3707.0,430.0
1106,4,16,1,2022,3871.0,449.0
1107,4,16,1,2023,4083.9999999999995,470.0
1108,4,16,1,2024,4328.0,494.0
1109,4,16,1,2025,4608.0,519.0
1110,4,16,1,2026,4924.0,548.0
1111,5,16,1,2016,1671.0,246.0
1112,5,16,1,2017,1643.0,235.0
1113,5,16,1,2018,1926.0,308.0
1114,5,16,1,2019,2059.0,340.0
1115,5,16,1,2020,2025.0,337.0
1116,5,16,1,2021,2185.0,365.0
1117,5,16,1,2022,2381.0,398.0
1118,5,16,1,2023,2586.0,429.0
1119,5,16,1,2024,2792.0,459.0
1120,5,16,1,2025,3001.0,488.0
1121,5,16,1,2026,3186.0,517.0
1122,6,16,1,2016,6030.0,798.0
1123,6,16,1,2017,6518.0,901.0
1124,6,16,1,2018,6256.0,890.0
1125,6,16,1,2019,6243.0,885.0
1126,6,16,1,2020,6381.0,921.0
1127,6,16,1,2021,6692.0,983.0
1128,6,16,1,2022,7.098,1.025
1129,6,16,1,2023,7.361,1.057
1130,6,16,1,2024,7.59,1.083
1131,6,16,1,2025,7.807,1.1
1132,6,16,1,2026,08.02,1.113
1133,7,16,1,2016,4872.0,487.0
1134,7,16,1,2017,4815.0,494.0
1135,7,16,1,2018,4792.0,498.0
1136,7,16,1,2019,4718.0,491.0
1137,7,16,1,2020,4700.0,490.0
1138,7,16,1,2021,4690.0,494.0
1139,7,16,1,2022,4716.0,497.0
1140,7,16,1,2023,4726.0,499.0
1141,7,16,1,2024,4729.0,500.0
1142,7,16,1,2025,4734.0,501.0
1143,7,16,1,2026,4738.0,502.0
1144,1,17,1,2016,83.0,6.0
1145,1,17,1,2017,99.0,7.0
1146,1,17,1,2018,120.0,9.0
1147,1,17,1,2019,147.0,11.0
1148,1,17,1,2020,177.0,14.0
1149,1,17,1,2021,191.0,15.0
1150,1,17,1,2022,208.0,16.0
1151,1,17,1,2023,226.0,17.0
1152,1,17,1,2024,245.0,19.0
1153,1,17,1,2025,264.0,20.0
1154,1,17,1,2026,282.0,22.0
1155,2,17,1,2016,756.0,86.0
1156,2,17,1,2017,852.0,98.0
1157,2,17,1,2018,924.0,112.0
1158,2,17,1,2019,987.0,121.0
1159,2,17,1,2020,1063.0,134.0
1160,2,17,1,2021,1143.0,144.0
1161,2,17,1,2022,1235.0,155.0
1162,2,17,1,2023,1330.0,165.0
1163,2,17,1,2024,1428.0,175.0
1164,2,17,1,2025,1527.0,185.0
1165,2,17,1,2026,1629.0,194.0
1166,3,17,1,2016,157.0,54.0
1167,3,17,1,2017,190.0,61.0
1168,3,17,1,2018,269.0,77.0
1169,3,17,1,2019,340.0,99.0
1170,3,17,1,2020,409.0,122.0
1171,3,17,1,2021,422.0,126.0
1172,3,17,1,2022,441.0,131.0
1173,3,17,1,2023,461.0,136.0
1174,3,17,1,2024,479.0,141.0
1175,3,17,1,2025,493.0,145.0
1176,3,17,1,2026,508.0,149.0
1177,4,17,1,2016,482.0,131.0
1178,4,17,1,2017,513.0,123.0
1179,4,17,1,2018,718.0,125.0
1180,4,17,1,2019,1303.0,124.0
1181,4,17,1,2020,551.0,122.0
1182,4,17,1,2021,471.0,127.0
1183,4,17,1,2022,471.0,130.0
1184,4,17,1,2023,480.0,133.0
1185,4,17,1,2024,492.0,137.0
1186,4,17,1,2025,505.0,140.0
1187,4,17,1,2026,521.0,144.0
1188,5,17,1,2016,1380.0,333.0
1189,5,17,1,2017,1553.0,378.0
1190,5,17,1,2018,1581.0,379.0
1191,5,17,1,2019,1692.0,406.0
1192,5,17,1,2020,1652.0,399.0
1193,5,17,1,2021,1750.0,421.0
1194,5,17,1,2022,1878.0,442.0
1195,5,17,1,2023,2013.0,462.0
1196,5,17,1,2024,2151.0,481.0
1197,5,17,1,2025,2291.0,500.0
1198,5,17,1,2026,2424.0,519.0
1199,6,17,1,2016,784.0,108.0
1200,6,17,1,2017,1138.0,167.0
1201,6,17,1,2018,1708.0,263.0
1202,6,17,1,2019,1886.0,291.0
1203,6,17,1,2020,1859.0,278.0
1204,6,17,1,2021,1849.0,275.0
1205,6,17,1,2022,1622.0,253.0
1206,6,17,1,2023,1591.0,248.0
1207,6,17,1,2024,1580.0,246.0
1208,6,17,1,2025,1584.0,246.0
1209,6,17,1,2026,1599.0,247.0
1210,7,17,1,2016,6.297,1.215
1211,7,17,1,2017,6.343,1.225
1212,7,17,1,2018,6.38,1.221
1213,7,17,1,2019,6.39,1.198
1214,7,17,1,2020,6.488,1.2
1215,7,17,1,2021,6.461,1.197
1216,7,17,1,2022,6.545,1.204
1217,7,17,1,2023,6.628,1.214
1218,7,17,1,2024,6.708,1.227
1219,7,17,1,2025,6.793,1.24
1220,7,17,1,2026,6.892,1.256